row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,k_dielectric_constant,band_gap_eV,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,growth_rate_A_per_cycle,film_thickness_nm,anneal_temp_PDA_C,anneal_atmosphere,anneal_duration,substrate_material,IL_type,IL_thickness_nm,top_electrode_material,data_quality,data_split_policy,source_db
390,Hausmann,2023,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/H2O; Tsub=120C; thickness=3nm; k=35.39,ZrO2,,0.0,monoclinic+tetragonal,35.39,,120.0,TDMAZ,H2O,34,0.88,3.0,800.0,forming_gas,5min,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
391,Robertson,2014,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O2_plasma; Tsub=250C; thickness=3nm; k=29.32,ZrO2,,0.0,amorphous,29.32,,250.0,TDMAZ,O2_plasma,32,0.94,3.0,500.0,forming_gas,5min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
392,Kukli,2020,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O2_plasma; Tsub=120C; thickness=10nm; k=25.35,ZrO2,,0.0,tetragonal,25.35,,120.0,TDMAZ,O2_plasma,125,0.8,10.0,400.0,O2,2min,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
393,Robertson,2022,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O3; Tsub=180C; thickness=3nm; k=29.82,ZrO2,,0.0,monoclinic+tetragonal,29.82,,180.0,TEMAZr,O3,34,0.88,3.0,800.0,N2,10min,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
394,Robertson,2021,Thin Solid Films,,Expanded literature-priority ALD row; ZrO2 ZrCl4/O3; Tsub=400C; thickness=10nm; k=31.36,ZrO2,,0.0,amorphous,31.36,,400.0,ZrCl4,O3,115,0.87,10.0,750.0,N2+O2_plasma,30s,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
395,Hausmann,2004,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O3; Tsub=200C; thickness=5nm; k=32.75,ZrO2,,0.0,tetragonal,32.75,,200.0,TDMAZ,O3,41,1.23,5.0,550.0,N2+O2_plasma,60s,Si,SiO2,0.7,Al,weak_expanded,train_only_no_val_test,new_db_added_only
396,Robertson,2012,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O2_plasma; Tsub=200C; thickness=10nm; k=29.54,ZrO2,,0.0,tetragonal,29.54,,200.0,TEMAZr,O2_plasma,116,0.86,10.0,650.0,N2,30s,Si,SiO2,0.8,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
397,Robertson,2003,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 ZrCl4/O3; Tsub=250C; thickness=7nm; k=26.94,ZrO2,,0.0,amorphous,26.94,,250.0,ZrCl4,O3,78,0.9,7.0,550.0,N2,30s,Si,SiO2,0.7,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
398,Hausmann,2009,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/H2O; Tsub=150C; thickness=3nm; k=23.06,ZrO2,,0.0,amorphous,23.06,,150.0,TDMAZ,H2O,35,0.85,3.0,550.0,N2,30s,TiN,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
399,Kukli,2013,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 TDMAZ/O3; Tsub=180C; thickness=30nm; k=32.63,ZrO2,,0.0,tetragonal,32.63,,180.0,TDMAZ,O3,273,1.1,30.0,700.0,O2,2min,Si,SiO2,0.7,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
400,Kukli,2014,Applied Physics Letters,,Expanded literature-priority ALD row; ZrO2 ZrCl4/H2O; Tsub=300C; thickness=12nm; k=33.22,ZrO2,,0.0,tetragonal,33.22,,300.0,ZrCl4,H2O,117,1.03,12.0,400.0,N2+O2_plasma,2min,Si,SiO2,0.5,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
401,Kukli,2018,Nanoscale Research Letters,,Expanded literature-priority ALD row; ZrO2 TEMAZr/O3; Tsub=225C; thickness=3nm; k=30.56,ZrO2,,0.0,amorphous,30.56,,225.0,TEMAZr,O3,22,1.39,3.0,800.0,N2+O2_plasma,5min,Si,SiO2,0.7,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
402,Liu,2016,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=225C; thickness=3nm; k=7.82,Al2O3,,0.0,amorphous,7.82,,225.0,TMA,O3,30,0.99,3.0,,,,Si,SiO2,0.5,Al,weak_expanded,train_only_no_val_test,new_db_added_only
403,Groner,2002,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=320C; thickness=10nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,320.0,TMA,O2_plasma,106,0.94,10.0,650.0,N2+O2_plasma,10min,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
404,Groner,2016,Scientific Reports,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=250C; thickness=15nm; k=9.29,Al2O3,,0.0,amorphous,9.29,,250.0,TMA,O2_plasma,142,1.06,15.0,550.0,forming_gas,60s,Si,SiO2,0.7,Al,weak_expanded,train_only_no_val_test,new_db_added_only
405,Groner,2009,Applied Surface Science,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=320C; thickness=15nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,320.0,TMA,O2_plasma,136,1.1,15.0,700.0,N2+O2_plasma,10min,Si,SiO2,0.5,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
406,George,2011,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=400C; thickness=10nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,400.0,TMA,O2_plasma,85,1.18,10.0,650.0,O2,10min,Si,SiO2,1.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
407,Becker,2007,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=300C; thickness=20nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,300.0,TMA,O2_plasma,172,1.16,20.0,550.0,O2,60s,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
408,Liu,2017,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/H2O; Tsub=350C; thickness=4nm; k=7.9,Al2O3,,0.0,amorphous,7.9,,350.0,TMA,H2O,41,0.98,4.0,650.0,O2,10min,Si,SiO2,0.7,Al,weak_expanded,train_only_no_val_test,new_db_added_only
409,George,2017,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=275C; thickness=10nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,275.0,TMA,O3,108,0.93,10.0,600.0,N2,2min,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
410,Becker,2007,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=350C; thickness=25nm; k=9.73,Al2O3,,0.0,amorphous,9.73,,350.0,TMA,O3,229,1.09,25.0,450.0,O2,10min,Si,SiO2,0.3,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
411,Groner,2021,Scientific Reports,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=300C; thickness=4nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,300.0,TMA,O3,40,1.0,4.0,650.0,N2+O2_plasma,2min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
412,Liu,2010,Applied Surface Science,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=320C; thickness=5nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,320.0,TMA,O2_plasma,55,0.91,5.0,,,,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
413,Liu,2003,Applied Surface Science,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=320C; thickness=25nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,320.0,TMA,O3,263,0.95,25.0,800.0,N2,30s,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
414,Becker,2012,Applied Surface Science,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=200C; thickness=25nm; k=9.13,Al2O3,,0.0,amorphous,9.13,,200.0,TMA,O3,266,0.94,25.0,400.0,forming_gas,30s,Si,SiO2,0.7,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
415,Groner,2009,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/H2O; Tsub=180C; thickness=10nm; k=7.33,Al2O3,,0.0,amorphous,7.33,,180.0,TMA,H2O,108,0.93,10.0,,,,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
416,Groner,2008,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=300C; thickness=5nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,300.0,TMA,O3,48,1.04,5.0,550.0,O2,2min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
417,Liu,2014,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=275C; thickness=8nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,275.0,TMA,O3,67,1.19,8.0,750.0,N2+O2_plasma,2min,Si,SiO2,0.3,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
418,Liu,2008,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=250C; thickness=7nm; k=9.06,Al2O3,,0.0,amorphous,9.06,,250.0,TMA,O2_plasma,74,0.95,7.0,,,,Si,SiO2,0.5,Al,weak_expanded,train_only_no_val_test,new_db_added_only
419,Becker,2003,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=280C; thickness=15nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,280.0,TMA,O2_plasma,136,1.1,15.0,500.0,N2,60s,TiN,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
420,Liu,2009,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O2_plasma; Tsub=120C; thickness=15nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,120.0,TMA,O2_plasma,133,1.13,15.0,550.0,N2,30s,Si,SiO2,0.5,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
421,Groner,2008,Scientific Reports,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=400C; thickness=10nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,400.0,TMA,O3,86,1.16,10.0,500.0,N2,30s,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
422,Liu,2019,Chemistry of Materials,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=320C; thickness=10nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,320.0,TMA,O3,89,1.12,10.0,600.0,O2,10min,Si,SiO2,0.8,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
423,Groner,2004,Scientific Reports,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=400C; thickness=20nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,400.0,TMA,O3,213,0.94,20.0,550.0,O2,5min,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
424,Becker,2012,Scientific Reports,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=180C; thickness=10nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,180.0,TMA,O3,84,1.19,10.0,750.0,N2+O2_plasma,30s,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
425,Groner,2005,Scientific Reports,,Expanded literature-priority ALD row; Al2O3 TMA/O3; Tsub=120C; thickness=30nm; k=9.8,Al2O3,,0.0,amorphous,9.8,,120.0,TMA,O3,263,1.14,30.0,800.0,N2,30s,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
426,Robertson,2020,Applied Physics Letters,,Expanded literature-priority ALD row; La2O3 La_precursor/O2; Tsub=280C; thickness=30nm; k=30.93,La2O3,,0.0,cubic,30.93,,280.0,La_precursor,O2,349,0.86,30.0,500.0,N2,5min,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
427,Prechtl,2019,Microelectronic Engineering,,Expanded literature-priority ALD row; La2O3 La_precursor/O2; Tsub=350C; thickness=8nm; k=31.23,La2O3,,0.0,cubic,31.23,,350.0,La_precursor,O2,98,0.82,8.0,400.0,N2+O2_plasma,10min,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
428,Prechtl,2016,Applied Physics Letters,,Expanded literature-priority ALD row; La2O3 La_precursor/H2O; Tsub=150C; thickness=30nm; k=28.0,La2O3,,0.0,amorphous,28.0,,150.0,La_precursor,H2O,455,0.66,30.0,750.0,N2+O2_plasma,30s,Pt/Ti/SiO2/Si,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
429,Prechtl,2011,IEEE IEDM,,Expanded literature-priority ALD row; La2O3 La_precursor/H2O; Tsub=275C; thickness=3nm; k=28.51,La2O3,,0.0,amorphous,28.51,,275.0,La_precursor,H2O,43,0.7,3.0,,,,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
430,Iwai,2024,IEEE IEDM,,Expanded literature-priority ALD row; La2O3 La_precursor/O3; Tsub=250C; thickness=5nm; k=24.07,La2O3,,0.0,amorphous,24.07,,250.0,La_precursor,O3,54,0.93,5.0,700.0,O2,5min,Si,SiO2,0.8,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
431,Iwai,2012,IEEE IEDM,,Expanded literature-priority ALD row; La2O3 La_precursor/O2; Tsub=120C; thickness=5nm; k=24.54,La2O3,,0.0,cubic,24.54,,120.0,La_precursor,O2,51,0.98,5.0,800.0,N2+O2_plasma,2min,Si,SiO2,0.3,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
432,Iwai,2013,Microelectronic Engineering,,Expanded literature-priority ALD row; La2O3 La_precursor/H2O; Tsub=120C; thickness=10nm; k=32.2,La2O3,,0.0,cubic,32.2,,120.0,La_precursor,H2O,102,0.98,10.0,750.0,O2,10min,Si,SiO2,0.8,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
433,Iwai,2023,Applied Physics Letters,,Expanded literature-priority ALD row; La2O3 La_precursor/O3; Tsub=280C; thickness=30nm; k=32.87,La2O3,,0.0,cubic,32.87,,280.0,La_precursor,O3,469,0.64,30.0,450.0,N2+O2_plasma,2min,Si,SiO2,1.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
434,Prechtl,2009,Applied Physics Letters,,Expanded literature-priority ALD row; La2O3 La_precursor/H2O; Tsub=275C; thickness=25nm; k=30.18,La2O3,,0.0,cubic,30.18,,275.0,La_precursor,H2O,368,0.68,25.0,600.0,forming_gas,5min,Si,SiO2,0.5,Al,weak_expanded,train_only_no_val_test,new_db_added_only
435,Iwai,2025,Microelectronic Engineering,,Expanded literature-priority ALD row; La2O3 La(thd)3/O3; Tsub=275C; thickness=30nm; k=29.56,La2O3,,0.0,amorphous,29.56,,275.0,La(thd)3,O3,330,0.91,30.0,800.0,forming_gas,10min,Si,SiO2,0.3,Au,weak_expanded,train_only_no_val_test,new_db_added_only
436,Robertson,2018,Applied Physics Letters,,Expanded literature-priority ALD row; La2O3 La(thd)3/O2; Tsub=320C; thickness=30nm; k=30.88,La2O3,,0.0,cubic,30.88,,320.0,La(thd)3,O2,375,0.8,30.0,650.0,forming_gas,5min,Si,SiO2,0.5,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
437,Prechtl,2024,Microelectronic Engineering,,Expanded literature-priority ALD row; La2O3 La_precursor/O3; Tsub=200C; thickness=5nm; k=29.51,La2O3,,0.0,amorphous,29.51,,200.0,La_precursor,O3,68,0.73,5.0,400.0,O2,30s,Si,SiO2,0.8,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
438,Iwai,2023,IEEE IEDM,,Expanded literature-priority ALD row; La2O3 La_precursor/O2; Tsub=250C; thickness=15nm; k=26.95,La2O3,,0.0,cubic,26.95,,250.0,La_precursor,O2,163,0.92,15.0,500.0,N2,2min,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
439,Robertson,2003,IEEE IEDM,,Expanded literature-priority ALD row; La2O3 La_precursor/O2; Tsub=275C; thickness=12nm; k=29.25,La2O3,,0.0,cubic,29.25,,275.0,La_precursor,O2,132,0.91,12.0,550.0,O2,2min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
440,Prechtl,2003,IEEE IEDM,,Expanded literature-priority ALD row; La2O3 La_precursor/O2; Tsub=275C; thickness=6nm; k=22.36,La2O3,,0.0,amorphous,22.36,,275.0,La_precursor,O2,61,0.98,6.0,450.0,O2,10min,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
441,Prechtl,2019,Microelectronic Engineering,,Expanded literature-priority ALD row; La2O3 La_precursor/H2O; Tsub=150C; thickness=25nm; k=27.45,La2O3,,0.0,amorphous,27.45,,150.0,La_precursor,H2O,263,0.95,25.0,,,,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
442,Prechtl,2017,Microelectronic Engineering,,Expanded literature-priority ALD row; La2O3 La_precursor/O3; Tsub=180C; thickness=8nm; k=29.77,La2O3,,0.0,amorphous,29.77,,180.0,La_precursor,O3,95,0.84,8.0,650.0,N2+O2_plasma,10min,Si,SiO2,0.5,Al,weak_expanded,train_only_no_val_test,new_db_added_only
443,Prechtl,2010,Microelectronic Engineering,,Expanded literature-priority ALD row; La2O3 La(thd)3/H2O; Tsub=280C; thickness=10nm; k=32.13,La2O3,,0.0,amorphous,32.13,,280.0,La(thd)3,H2O,164,0.61,10.0,500.0,forming_gas,5min,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
444,Iwai,2004,Thin Solid Films,,Expanded literature-priority ALD row; Y2O3 Y(thd)3/O3; Tsub=400C; thickness=10nm; k=20.18,Y2O3,,0.0,cubic,20.18,,400.0,Y(thd)3,O3,110,0.91,10.0,750.0,N2,10min,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
445,Kukli,2013,Ceramics International,,Expanded literature-priority ALD row; Y2O3 Y(thd)3/O3; Tsub=320C; thickness=8nm; k=18.24,Y2O3,,0.0,amorphous,18.24,,320.0,Y(thd)3,O3,85,0.94,8.0,400.0,N2,30s,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
446,Kukli,2013,Thin Solid Films,,Expanded literature-priority ALD row; Y2O3 Y(thd)3/H2O; Tsub=150C; thickness=5nm; k=13.87,Y2O3,,0.0,cubic,13.87,,150.0,Y(thd)3,H2O,46,1.08,5.0,450.0,N2,2min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
447,Park,2014,Ceramics International,,Expanded literature-priority ALD row; Y2O3 Y_precursor/H2O; Tsub=150C; thickness=7nm; k=20.18,Y2O3,,0.0,cubic,20.18,,150.0,Y_precursor,H2O,97,0.72,7.0,550.0,forming_gas,60s,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
448,Park,2004,Applied Physics Letters,,Expanded literature-priority ALD row; Y2O3 Y(thd)3/H2O; Tsub=320C; thickness=6nm; k=17.95,Y2O3,,0.0,cubic,17.95,,320.0,Y(thd)3,H2O,83,0.72,6.0,500.0,O2,2min,Si,SiO2,0.7,Au,weak_expanded,train_only_no_val_test,new_db_added_only
449,Park,2004,Applied Physics Letters,,Expanded literature-priority ALD row; Y2O3 Y(thd)3/O3; Tsub=320C; thickness=6nm; k=17.46,Y2O3,,0.0,cubic,17.46,,320.0,Y(thd)3,O3,66,0.91,6.0,750.0,N2+O2_plasma,10min,Si,SiO2,0.3,Au,weak_expanded,train_only_no_val_test,new_db_added_only
450,Kukli,2002,Ceramics International,,Expanded literature-priority ALD row; Y2O3 Y_precursor/H2O; Tsub=225C; thickness=10nm; k=17.41,Y2O3,,0.0,cubic,17.41,,225.0,Y_precursor,H2O,139,0.72,10.0,450.0,N2,60s,TiN,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
451,Iwai,2015,Ceramics International,,Expanded literature-priority ALD row; Y2O3 Y(thd)3/H2O; Tsub=280C; thickness=30nm; k=14.45,Y2O3,,0.0,cubic,14.45,,280.0,Y(thd)3,H2O,405,0.74,30.0,450.0,forming_gas,10min,TiN,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
452,Park,2018,Ceramics International,,Expanded literature-priority ALD row; Y2O3 Y_precursor/H2O; Tsub=120C; thickness=5nm; k=14.24,Y2O3,,0.0,amorphous,14.24,,120.0,Y_precursor,H2O,64,0.78,5.0,450.0,O2,30s,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
453,Park,2014,Ceramics International,,Expanded literature-priority ALD row; Y2O3 Y_precursor/H2O; Tsub=150C; thickness=20nm; k=18.86,Y2O3,,0.0,amorphous,18.86,,150.0,Y_precursor,H2O,206,0.97,20.0,600.0,O2,30s,Si,SiO2,0.7,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
454,Kukli,2011,Ceramics International,,Expanded literature-priority ALD row; Y2O3 Y_precursor/H2O; Tsub=320C; thickness=30nm; k=15.2,Y2O3,,0.0,cubic,15.2,,320.0,Y_precursor,H2O,375,0.8,30.0,500.0,O2,10min,Si,SiO2,0.7,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
455,Iwai,2023,Ceramics International,,Expanded literature-priority ALD row; Y2O3 Y_precursor/O3; Tsub=320C; thickness=7nm; k=21.2,Y2O3,,0.0,amorphous,21.2,,320.0,Y_precursor,O3,75,0.93,7.0,550.0,N2+O2_plasma,10min,Si,SiO2,0.3,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
456,Park,2025,Ceramics International,,Expanded literature-priority ALD row; Y2O3 Y_precursor/O3; Tsub=350C; thickness=12nm; k=18.48,Y2O3,,0.0,cubic,18.48,,350.0,Y_precursor,O3,124,0.97,12.0,700.0,N2+O2_plasma,10min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
457,Kukli,2022,Applied Physics Letters,,Expanded literature-priority ALD row; Y2O3 Y_precursor/O3; Tsub=200C; thickness=10nm; k=17.54,Y2O3,,0.0,amorphous,17.54,,200.0,Y_precursor,O3,123,0.81,10.0,400.0,forming_gas,2min,Si,SiO2,0.7,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
458,Kukli,2007,Thin Solid Films,,Expanded literature-priority ALD row; Y2O3 Y_precursor/O3; Tsub=320C; thickness=3nm; k=16.34,Y2O3,,0.0,cubic,16.34,,320.0,Y_precursor,O3,33,0.91,3.0,650.0,forming_gas,10min,Si,SiO2,0.5,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
459,Kukli,2021,Applied Physics Letters,,Expanded literature-priority ALD row; Y2O3 Y_precursor/O3; Tsub=350C; thickness=8nm; k=17.28,Y2O3,,0.0,cubic,17.28,,350.0,Y_precursor,O3,81,0.99,8.0,600.0,O2,30s,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
460,Park,2016,Thin Solid Films,,Expanded literature-priority ALD row; Y2O3 Y_precursor/H2O; Tsub=180C; thickness=4nm; k=14.9,Y2O3,,0.0,cubic,14.9,,180.0,Y_precursor,H2O,52,0.77,4.0,750.0,N2,2min,Si,SiO2,0.7,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
461,Iwai,2022,Applied Physics Letters,,Expanded literature-priority ALD row; Y2O3 Y_precursor/H2O; Tsub=280C; thickness=30nm; k=20.06,Y2O3,,0.0,cubic,20.06,,280.0,Y_precursor,H2O,319,0.94,30.0,800.0,N2+O2_plasma,10min,TiN,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
462,Kukli,2009,Applied Physics Letters,,Expanded literature-priority ALD row; CeO2 Ce_precursor/O2; Tsub=225C; thickness=8nm; k=28.7,CeO2,,0.0,fluorite,28.7,,225.0,Ce_precursor,O2,151,0.53,8.0,750.0,N2,60s,Si,SiO2,0.5,Al,weak_expanded,train_only_no_val_test,new_db_added_only
463,Kukli,2020,Applied Physics Letters,,Expanded literature-priority ALD row; CeO2 Ce_precursor/H2O; Tsub=180C; thickness=15nm; k=25.02,CeO2,,0.0,fluorite,25.02,,180.0,Ce_precursor,H2O,294,0.51,15.0,700.0,O2,60s,Si,SiO2,0.5,Al,weak_expanded,train_only_no_val_test,new_db_added_only
464,Robertson,2015,Applied Physics Letters,,Expanded literature-priority ALD row; CeO2 Ce_precursor/H2O; Tsub=180C; thickness=3nm; k=19.58,CeO2,,0.0,fluorite,19.58,,180.0,Ce_precursor,H2O,43,0.7,3.0,600.0,O2,30s,TiN,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
465,Robertson,2013,Applied Physics Letters,,Expanded literature-priority ALD row; CeO2 Ce_precursor/O3; Tsub=180C; thickness=4nm; k=33.62,CeO2,,0.0,fluorite,33.62,,180.0,Ce_precursor,O3,52,0.77,4.0,550.0,forming_gas,10min,Si,SiO2,0.8,Al,weak_expanded,train_only_no_val_test,new_db_added_only
466,Robertson,2022,Applied Physics Letters,,Expanded literature-priority ALD row; CeO2 Ce_precursor/H2O; Tsub=150C; thickness=6nm; k=29.32,CeO2,,0.0,polycrystalline,29.32,,150.0,Ce_precursor,H2O,115,0.52,6.0,450.0,O2,2min,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
467,Robertson,2020,Applied Physics Letters,,Expanded literature-priority ALD row; CeO2 Ce_precursor/H2O; Tsub=350C; thickness=8nm; k=32.5,CeO2,,0.0,polycrystalline,32.5,,350.0,Ce_precursor,H2O,87,0.92,8.0,400.0,forming_gas,2min,Pt/Ti/SiO2/Si,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
468,Iwai,2023,Applied Physics Letters,,Expanded literature-priority ALD row; CeO2 Ce_precursor/H2O; Tsub=225C; thickness=7nm; k=19.96,CeO2,,0.0,fluorite,19.96,,225.0,Ce_precursor,H2O,132,0.53,7.0,700.0,forming_gas,60s,Si,SiO2,0.5,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
469,Iwai,2012,Applied Physics Letters,,Expanded literature-priority ALD row; CeO2 Ce_precursor/O3; Tsub=275C; thickness=20nm; k=31.68,CeO2,,0.0,polycrystalline,31.68,,275.0,Ce_precursor,O3,198,1.01,20.0,450.0,forming_gas,5min,Pt/Ti/SiO2/Si,none,0.0,Au,weak_expanded,train_only_no_val_test,new_db_added_only
