row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value,source_file,source_row_id_v4_expanded,source_row_id_v8
555,Prechtl,2021,IEEE IEDM,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/O3; Tsub=275C; thickness=10nm; k=26.8,LaAlO3,La+Al,50.0,amorphous,10.0,275.0,La_precursor+TMA,O3,93,0.5,30,0.5,5,0.005,50,,1.08,550.0,2min,forming_gas,50.0,16500.0,,,0.8,,,Si,(100),SiO2,0.8,TaN,20.0,p-type,1e+18,10.0,1.455,1e-06,26.8,924.6,,,,131.5,,,,7.85e-08,9.35,,,,,,,anneal-stabilized,,3170000000000.0,,,,0.8,,,,k_dielectric_constant,26.8,v4,555,
556,Prechtl,2015,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=350C; thickness=20nm; k=26.57,LaAlO3,La+Al,50.0,amorphous,20.0,350.0,La_precursor+TMA,H2O,225,2.0,20,0.5,30,0.0003,50,,0.89,700.0,60s,O2,10.0,21000.0,700.0,TiN_ALD,0.8,,,Si,(100),SiO2,0.8,TiN,50.0,n-type,1e+18,20.0,2.936,,26.57,458.33,,,5.41,,,,,1.4e-06,6.56,39.47,,,,,,stable,160000000000.0,,,,,0.8,,,,k_dielectric_constant,26.57,v4,556,
557,Prechtl,2019,IEEE IEDM,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=200C; thickness=20nm; k=25.94,LaAlO3,La+Al,50.0,amorphous,20.0,200.0,La_precursor+TMA,H2O,189,0.2,30,0.5,30,0.0003,50,,1.06,500.0,60s,N2+O2_plasma,10.0,15000.0,,TiN,0.0,,,TiN,,none,0.0,TiN,30.0,n-type,1e+17,20.0,3.007,2.5e-05,25.94,447.47,,,,156.1,,,,6.12e-08,9.54,,,,,,,metastable,,,,,1.7,0.0,,,,k_dielectric_constant,25.94,v4,557,
558,Zhu,2003,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=320C; thickness=10nm; k=34.61,HfLaO,La,7.08,orthorhombic,10.0,320.0,TEMAH+La_precursor,O3,98,2.0,20,1.0,5,3e-05,7.08,,1.02,700.0,30s,N2+O2_plasma,50.0,21000.0,,TiN_ALD,1.0,,,Si,(100),SiO2,1.0,Pt,10.0,n-type,1e+18,10.0,1.127,2.5e-05,34.61,1194.04,-0.72,,,35.5,0.018,,,2.04e-08,8.5,,2.55,,,25300000000.0,,metastable,,,,1.98,,1.0,,,,k_dielectric_constant,34.61,v4,558,
559,Zhu,2011,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=150C; thickness=25nm; k=33.01,HfLaO,La,9.14,orthorhombic,25.0,150.0,TEMAH+La_precursor,H2O,245,3.0,5,0.1,5,0.0001,9.14,,1.02,450.0,60s,O2,25.0,13500.0,450.0,TiN_ALD,0.7,0.22,350.0,Si,(100),SiO2,0.7,Pt,20.0,p-type,1000000000000000.0,25.0,2.954,0.0001,33.01,455.54,,0.15,,,,,,2.05e-07,5.51,0.14,3.25,stable,,,,metastable,84100000000.0,442000000000.0,39300000000.0,,,0.7,,,,k_dielectric_constant,33.01,v4,559,
560,Zhu,2023,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=250C; thickness=5nm; k=29.69,HfLaO,La,2.36,tetragonal,5.0,250.0,TEMAH+La_precursor,H2O,52,5.0,10,0.1,5,0.0003,2.36,,0.96,600.0,10min,forming_gas,10.0,18000.0,600.0,,0.7,,350.0,Si,(100),SiO2,0.7,Al,50.0,n-type,1e+16,5.0,0.657,,29.69,2048.61,,,1.41,,,,,2.98e-05,5.67,,,,,,,metastable,,,,,,0.7,,,,k_dielectric_constant,29.69,v4,560,
561,Zhu,2006,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=300C; thickness=8nm; k=32.81,HfLaO,La,5.51,orthorhombic,8.0,300.0,TEMAH+La_precursor,H2O,77,1.0,20,5.0,15,0.005,5.51,,1.04,800.0,10min,N2,25.0,24000.0,,TiN_ALD,0.8,,,Si,(100),SiO2,0.8,Ni,80.0,p-type,1e+18,8.0,0.951,,32.81,1414.93,,,,,,6.86,,4.37e-06,8.72,,,yes,3.189,,,metastable,126000000000.0,-5860000000000.0,,1.07,,0.8,,,,k_dielectric_constant,32.81,v4,561,
562,Cheng,2014,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=280C; thickness=20nm; k=27.28,HfLaO,La,11.27,amorphous,20.0,280.0,TEMAH+La_precursor,H2O,227,1.0,5,2.0,5,0.0003,11.27,,0.88,600.0,2min,O2,10.0,18000.0,600.0,Au,0.5,,,Si,(100),SiO2,0.5,Au,80.0,n-type,1000000000000000.0,20.0,2.859,,27.28,470.58,-0.66,0.63,5.72,,,,,3.06e-05,8.53,,2.87,stable,,,,anneal-stabilized,,,,,,0.5,,,,k_dielectric_constant,27.28,v4,562,
563,Iwai,2012,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=180C; thickness=6nm; k=31.44,HfLaO,La,10.33,amorphous,6.0,180.0,TEMAH+La_precursor,H2O,51,0.5,15,2.0,5,0.001,10.33,,1.18,800.0,30s,N2,10.0,24000.0,,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Au,10.0,n-type,1e+17,6.0,0.744,,31.44,1807.8,-1.05,,0.79,-98.8,,,,2.22e-06,5.54,,,,2.516,,,stable,,,,,,0.0,,,207.9,k_dielectric_constant,31.44,v4,563,
564,Cheng,2018,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=200C; thickness=7nm; k=25.19,HfLaO,La,11.87,tetragonal,7.0,200.0,TEMAH+La_precursor,O3,80,2.0,20,2.0,15,3e-05,11.87,,0.88,750.0,60s,N2+O2_plasma,10.0,22500.0,,,1.0,-0.69,450.0,Si,(100),SiO2,1.0,Pt,30.0,p-type,1000000000000000.0,7.0,1.084,1e-06,25.19,1241.51,,,,,,1.67,,2.01e-07,5.85,,,,,,,stable,4460000000000.0,2610000000000.0,,,,1.0,,,,k_dielectric_constant,25.19,v4,564,
565,Iwai,2002,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=300C; thickness=3nm; k=28.95,HfLaO,La,3.16,orthorhombic,3.0,300.0,TEMAH+La_precursor,H2O,29,5.0,20,1.0,30,0.001,3.16,,1.05,750.0,30s,O2,25.0,22500.0,750.0,TiN_ALD,0.0,,,TiN,,none,0.0,Al,30.0,p-type,1e+18,3.0,0.404,2.5e-05,28.95,3329.25,,,5.61,,,,,2.68e-05,5.09,,3.9,,1.419,,,metastable,,,,,,0.0,,,,k_dielectric_constant,28.95,v4,565,
566,Zhu,2005,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=150C; thickness=12nm; k=23.27,HfLaO,La,7.78,tetragonal,12.0,150.0,TEMAH+La_precursor,O3,120,0.1,15,2.0,20,0.005,7.78,,1.0,450.0,2min,N2,50.0,13500.0,450.0,,0.3,,,Si,(100),SiO2,0.3,Al,50.0,p-type,1e+18,12.0,2.011,,23.27,669.01,1.17,,,,,,,1.3e-05,7.05,35.75,,no,,,,stable,,,,,2.14,0.3,,,,k_dielectric_constant,23.27,v4,566,
567,Zhu,2011,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=250C; thickness=5nm; k=32.5,HfLaO,La,3.91,tetragonal,5.0,250.0,TEMAH+La_precursor,O3,57,0.1,15,0.5,10,0.001,3.91,,0.87,400.0,10min,forming_gas,10.0,12000.0,,TiN_ALD,0.0,-1.0,,TiN,,none,0.0,TiN,10.0,p-type,1e+18,5.0,0.6,,32.5,2242.5,,,,,,,,1.25e-08,6.45,,1.88,,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,32.5,v4,567,
568,Iwai,2012,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=200C; thickness=6nm; k=33.79,HfLaO,La,8.53,orthorhombic,6.0,200.0,TEMAH+La_precursor,H2O,61,2.0,20,1.0,30,0.0001,8.53,,0.99,600.0,10min,N2+O2_plasma,10.0,18000.0,600.0,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Pt,80.0,n-type,1000000000000000.0,6.0,0.693,0.001,33.79,1942.92,,,2.91,,,5.94,,2.92e-08,7.56,,,,,,,metastable,,,,3.29,1.62,0.0,,,,k_dielectric_constant,33.79,v4,568,
569,Zhu,2014,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=275C; thickness=20nm; k=32.5,HfLaO,La,4.44,amorphous,20.0,275.0,TEMAH+La_precursor,O3,241,0.1,5,5.0,10,1e-05,4.44,,0.83,,,,,,,TiN_ALD,1.0,,,Si,(100),SiO2,1.0,Pt,50.0,p-type,1e+17,20.0,2.4,,32.5,560.62,0.07,,,,0.0264,2.01,,1.03e-08,7.95,,,,,,,anneal-stabilized,,193000000000.0,,,,1.0,,,,k_dielectric_constant,32.5,v4,569,
570,Zhu,2016,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=250C; thickness=30nm; k=25.67,HfLaO,La,2.66,amorphous,30.0,250.0,TEMAH+La_precursor,H2O,330,1.0,15,5.0,10,0.001,2.66,,0.91,800.0,5min,N2+O2_plasma,50.0,24000.0,800.0,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Pt,80.0,n-type,1e+18,30.0,4.558,0.001,25.67,295.21,-0.05,,2.74,,,,,6.74e-06,7.82,,,,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,25.67,v4,570,
571,Iwai,2017,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/O3; Tsub=150C; thickness=6nm; k=28.19,HfLaO,La,2.89,tetragonal,6.0,150.0,TEMAH+La_precursor,O3,64,1.0,5,60.0,15,0.0001,2.89,,0.94,500.0,30s,N2,50.0,15000.0,,Pt,0.3,,,Si,(100),SiO2,0.3,Pt,50.0,p-type,1e+16,6.0,0.83,,28.19,1620.93,-0.96,,5.35,,,,,2.03e-05,5.62,,,,,,,anneal-stabilized,,,,,,0.3,,,,k_dielectric_constant,28.19,v4,571,
572,Zhu,2014,Applied Surface Science,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=120C; thickness=7nm; k=31.38,HfLaO,La,3.67,orthorhombic,7.0,120.0,TEMAH+La_precursor,H2O,64,2.0,20,60.0,20,0.001,3.67,,1.09,400.0,30s,N2,50.0,12000.0,,,0.0,,400.0,Pt/Ti/SiO2/Si,,none,0.0,Ni,10.0,p-type,1e+17,7.0,0.87,,31.38,1546.59,0.54,,0.46,,,9.18,,5.07e-08,7.35,83.73,1.7,,,,,stable,,5570000000000.0,,3.06,,0.0,,,,k_dielectric_constant,31.38,v4,572,
573,Cheng,2008,ACS Applied Electronic Materials,,Expanded literature-priority ALD row; HfLaO TEMAH+La_precursor/H2O; Tsub=180C; thickness=20nm; k=25.73,HfLaO,La,4.92,orthorhombic,20.0,180.0,TEMAH+La_precursor,H2O,213,0.2,30,0.5,30,1e-05,4.92,,0.94,,,,,,,TiN_ALD,0.7,,,Si,(100),SiO2,0.7,TaN,80.0,n-type,1e+16,20.0,3.031,,25.73,443.84,0.37,0.96,,,,7.06,,1.41e-05,8.16,,,,,,,stable,331000000000.0,,,,,0.7,,,,k_dielectric_constant,25.73,v4,573,
574,Kim,2024,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=120C; thickness=4nm; k=26.29,HfYO,Y,3.35,orthorhombic,4.0,120.0,TEMAH+Y_precursor,H2O,45,3.0,15,0.1,10,0.0001,3.35,,0.89,700.0,30s,N2+O2_plasma,10.0,21000.0,,TiN_ALD,0.3,,,Si,(100),SiO2,0.3,TaN,50.0,p-type,1e+17,4.0,0.593,0.0001,26.29,2267.51,,,1.67,,,,,8.75e-06,7.53,,,,1.159,74700000000.0,,anneal-stabilized,,,,2.78,,0.3,,184.1,,k_dielectric_constant,26.29,v4,574,
575,Park,2012,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=275C; thickness=4nm; k=43.09,HfYO,Y,6.45,tetragonal,4.0,275.0,TEMAH+Y_precursor,H2O,35,0.5,10,10.0,15,0.0001,6.45,,1.15,400.0,30s,O2,25.0,12000.0,,Al,0.0,,,TiN,,none,0.0,Al,30.0,p-type,1000000000000000.0,4.0,0.362,0.0001,43.09,3716.51,,,3.85,,0.0076,,,7.21e-08,5.19,,,,,,,anneal-stabilized,,,,1.02,,0.0,,,31.1,k_dielectric_constant,43.09,v4,575,
576,Kim,2023,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=150C; thickness=30nm; k=48.87,HfYO,Y,3.38,amorphous,30.0,150.0,TEMAH+Y_precursor,O3,333,1.0,30,30.0,5,0.0003,3.38,,0.9,600.0,30s,N2,50.0,18000.0,600.0,TaN,0.8,,,Si,(100),SiO2,0.8,TaN,10.0,n-type,1e+16,30.0,2.394,0.0001,48.87,562.0,-1.19,,,63.4,,,,4.79e-08,5.76,,,,,,,anneal-stabilized,288000000000.0,,,,,0.8,,98.9,,k_dielectric_constant,48.87,v4,576,
577,Park,2025,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=200C; thickness=3nm; k=41.0,HfYO,Y,11.13,tetragonal,3.0,200.0,TEMAH+Y_precursor,H2O,33,3.0,15,30.0,30,3e-05,11.13,,0.92,600.0,2min,O2,50.0,18000.0,,,0.0,,,TiN,,none,0.0,Ni,80.0,p-type,1e+16,3.0,0.285,,41.0,4715.0,,,1.94,,,,,6.36e-08,7.99,,,,,,,anneal-stabilized,,,,,,0.0,,184.2,,k_dielectric_constant,41.0,v4,577,
578,Park,2008,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=320C; thickness=6nm; k=32.38,HfYO,Y,9.63,amorphous,6.0,320.0,TEMAH+Y_precursor,O3,73,3.0,20,2.0,10,0.0001,9.63,,0.82,700.0,5min,O2,10.0,21000.0,700.0,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Pt,50.0,n-type,1e+18,6.0,0.723,,32.38,1861.85,0.66,0.59,,,,,,4.81e-07,5.94,,,,0.822,305000000000.0,,stable,,,,,,0.0,,,,k_dielectric_constant,32.38,v4,578,
579,Kim,2024,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=300C; thickness=25nm; k=44.44,HfYO,Y,5.79,orthorhombic,25.0,300.0,TEMAH+Y_precursor,O3,291,2.0,5,3.0,5,0.001,5.79,,0.86,800.0,30s,N2+O2_plasma,25.0,24000.0,800.0,,0.0,,,TiN,,none,0.0,Au,80.0,p-type,1e+16,25.0,2.194,1e-06,44.44,613.27,-0.0,-0.31,1.54,,,7.83,,1.37e-06,5.65,,1.92,stable,,,6.55e+20,anneal-stabilized,,-325000000000.0,,,0.58,0.0,,,,k_dielectric_constant,44.44,v4,579,
580,Kim,2002,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=250C; thickness=5nm; k=25.24,HfYO,Y,3.18,orthorhombic,5.0,250.0,TEMAH+Y_precursor,H2O,46,0.2,20,30.0,5,0.001,3.18,,1.09,650.0,60s,O2,50.0,19500.0,,Al,1.0,,,Si,(100),SiO2,1.0,Al,80.0,p-type,1e+17,5.0,0.773,0.001,25.24,1741.56,-0.81,,,,0.0688,5.7,,1.5e-08,6.15,,2.61,,0.031,,,metastable,350000000000.0,-506000000000.0,,,,1.0,,312.0,,k_dielectric_constant,25.24,v4,580,
581,Kim,2021,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=250C; thickness=5nm; k=32.42,HfYO,Y,9.18,tetragonal,5.0,250.0,TEMAH+Y_precursor,O3,48,0.5,10,5.0,20,0.005,9.18,,1.04,700.0,5min,N2+O2_plasma,25.0,21000.0,700.0,TiN,0.5,,,Si,(100),SiO2,0.5,TiN,10.0,p-type,1000000000000000.0,5.0,0.601,,32.42,2236.98,-0.91,,,,,1.69,,9.93e-06,5.49,,,no,,,,anneal-stabilized,504000000000.0,-1510000000000.0,,,,0.5,,,,k_dielectric_constant,32.42,v4,581,
582,Park,2022,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=350C; thickness=3nm; k=27.95,HfYO,Y,2.29,amorphous,3.0,350.0,TEMAH+Y_precursor,H2O,29,2.0,20,30.0,15,0.0003,2.29,,1.04,650.0,30s,forming_gas,50.0,19500.0,650.0,TiN_ALD,0.3,1.14,,Si,(100),SiO2,0.3,Au,50.0,n-type,1e+18,3.0,0.419,,27.95,3214.25,0.95,,,,,,,6.04e-06,7.19,,,,,,,anneal-stabilized,31700000000.0,,9560000000.0,,,0.3,,,,k_dielectric_constant,27.95,v4,582,
583,Kim,2021,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=350C; thickness=10nm; k=42.01,HfYO,Y,10.63,tetragonal,10.0,350.0,TEMAH+Y_precursor,H2O,119,0.5,20,10.0,20,0.001,10.63,,0.84,550.0,30s,forming_gas,25.0,16500.0,,,0.8,0.23,,Si,(100),SiO2,0.8,TaN,10.0,n-type,1000000000000000.0,10.0,0.928,,42.01,1449.34,-1.28,,,,,9.51,,7.23e-08,6.8,,,,,107000000000.0,,anneal-stabilized,,,,1.05,,0.8,,,,k_dielectric_constant,42.01,v4,583,
584,Kim,2023,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/O3; Tsub=280C; thickness=3nm; k=46.8,HfYO,Y,11.93,orthorhombic,3.0,280.0,TEMAH+Y_precursor,O3,33,2.0,10,3.0,30,3e-05,11.93,,0.9,,,,,,,TaN,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TaN,80.0,p-type,1e+16,3.0,0.25,0.001,46.8,5382.0,,0.83,,,,,,4.07e-07,5.92,,,yes,,,,stable,,,,,,0.0,,,,k_dielectric_constant,46.8,v4,584,
585,Kim,2023,Materials Today Advances,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=150C; thickness=30nm; k=38.51,HfYO,Y,7.18,amorphous,30.0,150.0,TEMAH+Y_precursor,H2O,357,0.5,20,1.0,30,0.001,7.18,,0.84,500.0,30s,N2+O2_plasma,50.0,15000.0,500.0,,0.8,,,Si,(100),SiO2,0.8,Pt,50.0,n-type,1e+18,30.0,3.038,,38.51,442.86,,,3.73,,,,,2.83e-08,6.34,,,,,,,anneal-stabilized,,,,,2.17,0.8,,,,k_dielectric_constant,38.51,v4,585,
586,Kim,2006,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=275C; thickness=4nm; k=27.59,HfYO,Y,4.66,amorphous,4.0,275.0,TEMAH+Y_precursor,H2O,42,5.0,10,0.5,10,3e-05,4.66,,0.95,700.0,10min,N2,25.0,21000.0,700.0,TiN_ALD,0.0,0.28,,Pt/Ti/SiO2/Si,,none,0.0,Ni,50.0,p-type,1000000000000000.0,4.0,0.565,,27.59,2379.64,,-0.07,,,,,,1.03e-06,6.67,,2.08,,,,,stable,,,,,,0.0,,,34.9,k_dielectric_constant,27.59,v4,586,
587,Kim,2003,Ceramics International,,Expanded literature-priority ALD row; HfYO TEMAH+Y_precursor/H2O; Tsub=400C; thickness=20nm; k=39.89,HfYO,Y,8.47,orthorhombic,20.0,400.0,TEMAH+Y_precursor,H2O,200,1.0,30,5.0,10,0.0003,8.47,,1.0,800.0,10min,N2,25.0,24000.0,800.0,Ni,0.5,,,Si,(100),SiO2,0.5,Ni,20.0,p-type,1e+18,20.0,1.955,,39.89,688.1,,,4.29,,,,,2.9e-06,5.84,,,,,,,anneal-stabilized,,,,,,0.5,,,,k_dielectric_constant,39.89,v4,587,
588,IMEC,2005,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=400C; thickness=8nm; k=36.24,HfTaO,Ta,18.02,tetragonal,8.0,400.0,TEMAH+TaCl5,H2O,76,0.2,5,10.0,20,0.001,18.02,,1.05,450.0,10min,N2+O2_plasma,25.0,13500.0,450.0,,0.7,,400.0,Si,(100),SiO2,0.7,Au,50.0,n-type,1e+17,8.0,0.861,,36.24,1562.85,0.7,,7.31,,,,,2.55e-07,5.81,,,,,29200000000.0,9.34e+19,metastable,,,,,0.55,0.7,,,,k_dielectric_constant,36.24,v4,588,
589,Kukli,2007,Thin Solid Films,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=150C; thickness=3nm; k=33.05,HfTaO,Ta,12.44,tetragonal,3.0,150.0,TEMAH+TaCl5,H2O,45,0.5,20,2.0,15,0.001,12.44,,0.67,400.0,60s,N2,50.0,12000.0,,,0.7,,,Si,(100),SiO2,0.7,TaN,50.0,n-type,1e+17,3.0,0.354,,33.05,3800.75,0.52,-0.16,,,,,,1.04e-05,6.08,3.82,,,,,,metastable,,1630000000000.0,28400000000.0,,,0.7,,,,k_dielectric_constant,33.05,v4,589,
590,IMEC,2002,Thin Solid Films,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=120C; thickness=15nm; k=27.83,HfTaO,Ta,6.65,amorphous,15.0,120.0,TEMAH+TaCl5,H2O,203,5.0,20,30.0,10,0.005,6.65,,0.74,750.0,5min,forming_gas,50.0,22500.0,750.0,,0.0,,,TiN,,none,0.0,Pt,10.0,n-type,1e+18,15.0,2.102,2.5e-05,27.83,640.09,0.14,,5.35,158.3,,,,1.85e-05,6.38,0.18,1.27,stable,,,,anneal-stabilized,,,8280000000.0,,,0.0,,,,k_dielectric_constant,27.83,v4,590,
591,IMEC,2018,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/O3; Tsub=180C; thickness=3nm; k=30.45,HfTaO,Ta,6.11,amorphous,3.0,180.0,TEMAH+TaCl5,O3,41,0.5,15,1.0,10,1e-05,6.11,,0.74,500.0,60s,O2,50.0,15000.0,500.0,Au,1.0,,,Si,(100),SiO2,1.0,Au,50.0,p-type,1e+18,3.0,0.384,,30.45,3501.75,,,7.15,,,,,1.42e-05,5.52,,,,,,,anneal-stabilized,,,,,,1.0,,,,k_dielectric_constant,30.45,v4,591,
592,IMEC,2010,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/O3; Tsub=250C; thickness=5nm; k=34.3,HfTaO,Ta,16.53,tetragonal,5.0,250.0,TEMAH+TaCl5,O3,52,2.0,5,3.0,20,0.0001,16.53,,0.97,650.0,10min,O2,25.0,19500.0,,TiN_ALD,0.5,,,Si,(100),SiO2,0.5,TaN,50.0,p-type,1e+17,5.0,0.569,2.5e-05,34.3,2366.7,-0.57,-0.05,,,,,,1.52e-05,5.28,,,,,,,stable,142000000000.0,,,1.51,,0.5,,,,k_dielectric_constant,34.3,v4,592,
593,Kukli,2017,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=120C; thickness=20nm; k=33.73,HfTaO,Ta,14.03,amorphous,20.0,120.0,TEMAH+TaCl5,H2O,328,0.2,30,0.1,15,1e-05,14.03,,0.61,400.0,30s,O2,10.0,12000.0,400.0,TaN,0.0,,350.0,TiN,,none,0.0,TaN,50.0,n-type,1e+16,20.0,2.312,,33.73,581.84,0.39,,,202.8,,,,1.27e-06,7.26,0.88,,yes,,,,metastable,,,,,,0.0,,,61.5,k_dielectric_constant,33.73,v4,593,
594,IMEC,2009,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/H2O; Tsub=150C; thickness=7nm; k=31.73,HfTaO,Ta,6.14,tetragonal,7.0,150.0,TEMAH+TaCl5,H2O,78,5.0,10,3.0,30,0.0001,6.14,,0.9,550.0,10min,N2+O2_plasma,25.0,16500.0,550.0,TiN_ALD,0.0,,,TiN,,none,0.0,Ni,80.0,n-type,1e+16,7.0,0.86,1e-06,31.73,1563.84,-0.08,,,,,,,8.84e-07,7.22,,1.17,,,,3.74e+18,stable,,,,1.15,,0.0,,283.0,,k_dielectric_constant,31.73,v4,594,
595,Kukli,2025,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/O3; Tsub=150C; thickness=4nm; k=35.69,HfTaO,Ta,13.5,tetragonal,4.0,150.0,TEMAH+TaCl5,O3,41,0.1,20,10.0,20,0.0003,13.5,,0.97,700.0,30s,O2,10.0,21000.0,700.0,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TaN,30.0,p-type,1e+18,4.0,0.437,,35.69,3078.26,0.45,0.33,2.71,,,,,6.31e-07,7.74,,,,2.984,,,stable,,,,,,0.0,,,,k_dielectric_constant,35.69,v4,595,
596,Kukli,2023,IEDM,,Expanded literature-priority ALD row; HfTaO TEMAH+TaCl5/O3; Tsub=280C; thickness=30nm; k=31.85,HfTaO,Ta,16.7,amorphous,30.0,280.0,TEMAH+TaCl5,O3,309,0.1,20,1.0,20,0.0001,16.7,,0.97,650.0,30s,N2+O2_plasma,50.0,19500.0,,TiN,0.7,,450.0,Si,(100),SiO2,0.7,TiN,10.0,n-type,1e+17,30.0,3.673,1e-06,31.85,366.27,0.46,,,,,,,8.73e-08,5.89,11.01,3.22,,,,4.09e+19,stable,1360000000000.0,,,3.05,2.07,0.7,,,,k_dielectric_constant,31.85,v4,596,
